,timeStamp,EMS,Fire,Traffic
53,2017-01-08,1302.0,315.0,773.0
54,2017-01-15,1317.0,393.0,769.0
55,2017-01-22,1165.0,287.0,644.0
56,2017-01-29,1283.0,353.0,844.0
57,2017-02-05,1227.0,325.0,605.0
58,2017-02-12,1226.0,291.0,817.0
59,2017-02-19,1269.0,343.0,815.0
60,2017-02-26,1253.0,338.0,686.0
61,2017-03-05,1253.0,338.0,726.0
62,2017-03-12,1215.0,314.0,663.0
63,2017-03-19,1222.0,322.0,1040.0
64,2017-03-26,1256.0,301.0,693.0
65,2017-04-02,1231.0,327.0,721.0
66,2017-04-09,1349.0,328.0,780.0
67,2017-04-16,1186.0,367.0,705.0
68,2017-04-23,1158.0,340.0,632.0
69,2017-04-30,1262.0,332.0,778.0
70,2017-05-07,1086.0,315.0,716.0
71,2017-05-14,1219.0,328.0,796.0
72,2017-05-21,1346.0,344.0,866.0
73,2017-05-28,1230.0,338.0,780.0
74,2017-06-04,1222.0,340.0,680.0
75,2017-06-11,1315.0,359.0,782.0
76,2017-06-18,1285.0,374.0,829.0
77,2017-06-25,1302.0,568.0,1002.0
78,2017-07-02,1297.0,361.0,789.0
79,2017-07-09,1185.0,312.0,661.0
80,2017-07-16,1211.0,334.0,805.0
81,2017-07-23,1244.0,378.0,780.0
82,2017-07-30,1245.0,374.0,752.0
83,2017-08-06,1245.0,384.0,771.0
84,2017-08-13,1146.0,341.0,760.0
85,2017-08-20,1223.0,413.0,749.0
86,2017-08-27,1206.0,354.0,708.0
87,2017-09-03,1212.0,332.0,759.0
88,2017-09-10,1247.0,351.0,693.0
89,2017-09-17,1221.0,354.0,664.0
90,2017-09-24,1236.0,324.0,691.0
91,2017-10-01,1262.0,346.0,789.0
92,2017-10-08,1303.0,342.0,805.0
93,2017-10-15,1189.0,405.0,769.0
94,2017-10-22,1277.0,332.0,785.0
95,2017-10-29,1278.0,368.0,890.0
96,2017-11-05,1209.0,373.0,832.0
97,2017-11-12,1205.0,356.0,756.0
98,2017-11-19,1263.0,345.0,971.0
99,2017-11-26,1253.0,310.0,738.0
100,2017-12-03,1271.0,313.0,798.0
101,2017-12-10,1280.0,318.0,949.0
102,2017-12-17,1280.0,366.0,1150.0
103,2017-12-24,1334.0,352.0,843.0
104,2017-12-31,1249.0,409.0,754.0
105,2018-01-07,1400.0,594.0,1137.0
106,2018-01-14,1307.0,528.0,1006.0
107,2018-01-21,1271.0,342.0,779.0
108,2018-01-28,1287.0,274.0,707.0
109,2018-02-04,1263.0,320.0,731.0
110,2018-02-11,1386.0,373.0,803.0
111,2018-02-18,1315.0,344.0,876.0
112,2018-02-25,1295.0,329.0,711.0
113,2018-03-04,1380.0,1008.0,2179.0
114,2018-03-11,1320.0,455.0,1348.0
115,2018-03-18,1230.0,307.0,706.0
116,2018-03-25,1250.0,330.0,856.0
117,2018-04-01,1190.0,316.0,662.0
118,2018-04-08,1235.0,305.0,725.0
119,2018-04-15,1243.0,404.0,673.0
120,2018-04-22,1300.0,334.0,734.0
121,2018-04-29,1220.0,327.0,717.0
122,2018-05-06,1273.0,381.0,804.0
123,2018-05-13,1240.0,367.0,799.0
124,2018-05-20,1290.0,476.0,924.0
125,2018-05-27,1242.0,315.0,820.0
126,2018-06-03,1204.0,320.0,663.0
127,2018-06-10,1228.0,328.0,774.0
128,2018-06-17,1246.0,416.0,831.0
129,2018-06-24,1224.0,355.0,762.0
130,2018-07-01,1313.0,416.0,915.0
131,2018-07-08,1228.0,478.0,769.0
132,2018-07-15,1324.0,378.0,819.0
133,2018-07-22,1235.0,404.0,880.0
134,2018-07-29,1222.0,411.0,776.0
135,2018-08-05,1206.0,359.0,749.0
136,2018-08-12,1293.0,400.0,800.0
137,2018-08-19,1316.0,441.0,866.0
138,2018-08-26,1202.0,351.0,700.0
139,2018-09-02,1273.0,347.0,718.0
140,2018-09-09,1266.0,415.0,858.0
141,2018-09-16,1268.0,435.0,788.0
142,2018-09-23,1300.0,406.0,841.0
143,2018-09-30,1311.0,395.0,894.0
144,2018-10-07,1323.0,370.0,796.0
145,2018-10-14,1282.0,400.0,873.0
146,2018-10-21,1315.0,389.0,844.0
147,2018-10-28,1277.0,351.0,915.0
148,2018-11-04,1366.0,445.0,1046.0
149,2018-11-11,1272.0,381.0,1039.0
150,2018-11-18,1202.0,437.0,1962.0
151,2018-11-25,1255.0,400.0,864.0
152,2018-12-02,1314.0,382.0,857.0
153,2018-12-09,1228.0,321.0,778.0
154,2018-12-16,1300.0,363.0,922.0
155,2018-12-23,1337.0,359.0,954.0
156,2018-12-30,1226.0,277.0,583.0
157,2019-01-06,1289.0,306.0,683.0
158,2019-01-13,1293.0,324.0,822.0
159,2019-01-20,1251.0,329.0,702.0
160,2019-01-27,1302.0,495.0,922.0
161,2019-02-03,1249.0,465.0,959.0
162,2019-02-10,1348.0,362.0,773.0
163,2019-02-17,1327.0,332.0,882.0
164,2019-02-24,1256.0,310.0,755.0
165,2019-03-03,1296.0,427.0,1159.0
166,2019-03-10,1329.0,332.0,935.0
167,2019-03-17,1299.0,339.0,741.0
168,2019-03-24,1324.0,339.0,712.0
169,2019-03-31,1341.0,329.0,669.0
170,2019-04-07,1374.0,345.0,700.0
171,2019-04-14,1314.0,341.0,640.0
172,2019-04-21,1242.0,332.0,752.0
173,2019-04-28,1273.0,369.0,853.0
174,2019-05-05,1273.0,313.0,719.0
175,2019-05-12,1309.0,375.0,813.0
176,2019-05-19,1402.0,341.0,823.0
177,2019-05-26,1293.0,337.0,803.0
178,2019-06-02,1292.0,420.0,882.0
179,2019-06-09,1336.0,365.0,790.0
180,2019-06-16,1273.0,378.0,857.0
181,2019-06-23,1259.0,390.0,821.0
182,2019-06-30,1320.0,452.0,901.0
183,2019-07-07,1275.0,388.0,678.0
184,2019-07-14,1285.0,533.0,932.0
185,2019-07-21,1403.0,483.0,887.0
186,2019-07-28,1317.0,416.0,799.0
187,2019-08-04,1351.0,352.0,764.0
188,2019-08-11,1334.0,430.0,820.0
189,2019-08-18,1298.0,389.0,698.0
190,2019-08-25,1320.0,351.0,693.0
191,2019-09-01,1343.0,343.0,728.0
192,2019-09-08,1247.0,386.0,715.0
193,2019-09-15,1372.0,386.0,740.0
194,2019-09-22,1409.0,377.0,739.0
195,2019-09-29,1432.0,351.0,748.0
196,2019-10-06,1310.0,367.0,835.0
197,2019-10-13,1356.0,386.0,720.0
198,2019-10-20,1358.0,407.0,933.0
199,2019-10-27,1322.0,403.0,944.0
200,2019-11-03,1284.0,586.0,1136.0
201,2019-11-10,1341.0,375.0,836.0
202,2019-11-17,1322.0,404.0,747.0
203,2019-11-24,1324.0,303.0,738.0
204,2019-12-01,1319.0,384.0,790.0
205,2019-12-08,1363.0,311.0,815.0
206,2019-12-15,1374.0,358.0,868.0
207,2019-12-22,1374.0,394.0,1012.0
208,2019-12-29,1400.0,319.0,607.0
209,2020-01-05,1422.0,291.0,600.0
210,2020-01-12,1344.0,327.0,690.0
211,2020-01-19,1383.0,377.0,1072.0
212,2020-01-26,1350.0,317.0,791.0
213,2020-02-02,1294.0,295.0,645.0
214,2020-02-09,1379.0,332.0,714.0
215,2020-02-16,1379.0,330.0,745.0
216,2020-02-23,1353.0,311.0,652.0
217,2020-03-01,1372.0,305.0,650.0
218,2020-03-08,1386.0,380.0,793.0
219,2020-03-15,1354.0,404.0,545.0
220,2020-03-22,1148.0,334.0,306.0
221,2020-03-29,989.0,265.0,206.0
222,2020-04-05,1142.0,283.0,240.0
223,2020-04-12,1155.0,332.0,427.0
224,2020-04-19,1101.0,291.0,292.0
225,2020-04-26,1105.0,247.0,283.0
226,2020-05-03,1121.0,382.0,394.0
227,2020-05-10,1040.0,294.0,368.0
228,2020-05-17,1109.0,326.0,335.0
229,2020-05-24,1086.0,361.0,454.0
230,2020-05-31,1171.0,368.0,394.0
231,2020-06-07,1319.0,991.0,1159.0
232,2020-06-14,1260.0,414.0,536.0
233,2020-06-21,1193.0,323.0,500.0
234,2020-06-28,1093.0,305.0,452.0
